run_id,round,date,hour,datetime,year,month,day,day_of_week,season,firm_id,markup_factor,firm_dispatch_mw,firm_revenue,firm_production_cost,firm_profit,truthful_firm_profit,firm_profit_gain,was_marginal
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,1,2020-07-01,1,2020-07-01 00:00:00,2020,7,1,Wednesday,summer,Firm_Nuclear,1.0,400.0,11283.822216,3241.4,8042.422216000001,8042.422216000001,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,1,2020-07-01,1,2020-07-01 00:00:00,2020,7,1,Wednesday,summer,Firm_Coal,1.0,2317.0,65361.540186180006,57390.89225061999,7970.6479355600095,7970.647935560004,5.4569682106375694e-12,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,1,2020-07-01,1,2020-07-01 00:00:00,2020,7,1,Wednesday,summer,Firm_CC,1.0,1175.5,33160.33253727,32560.04858877,600.2839484999986,600.2839484999986,0.0,True
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,1,2020-07-01,1,2020-07-01 00:00:00,2020,7,1,Wednesday,summer,Firm_CT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,1,2020-07-01,1,2020-07-01 00:00:00,2020,7,1,Wednesday,summer,Firm_Oil,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,1,2020-07-01,1,2020-07-01 00:00:00,2020,7,1,Wednesday,summer,Firm_Backstop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,2,2020-07-01,2,2020-07-01 01:00:00,2020,7,1,Wednesday,summer,Firm_Nuclear,1.0,400.0,11237.175576000001,3241.4,7995.775576000002,7995.775576000002,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,2,2020-07-01,2,2020-07-01 01:00:00,2020,7,1,Wednesday,summer,Firm_Coal,1.0,2317.0,65091.33952398001,57390.89225061999,7700.447273360014,7700.447273360009,5.4569682106375694e-12,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,2,2020-07-01,2,2020-07-01 01:00:00,2020,7,1,Wednesday,summer,Firm_CC,1.0,1019.0999999999999,28629.514073754,28153.426804254,476.0872694999998,476.0872694999998,0.0,True
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,2,2020-07-01,2,2020-07-01 01:00:00,2020,7,1,Wednesday,summer,Firm_CT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,2,2020-07-01,2,2020-07-01 01:00:00,2020,7,1,Wednesday,summer,Firm_Oil,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,2,2020-07-01,2,2020-07-01 01:00:00,2020,7,1,Wednesday,summer,Firm_Backstop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,3,2020-07-01,3,2020-07-01 02:00:00,2020,7,1,Wednesday,summer,Firm_Nuclear,1.0,400.0,11237.175576000001,3241.4,7995.775576000002,7995.775576000002,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,3,2020-07-01,3,2020-07-01 02:00:00,2020,7,1,Wednesday,summer,Firm_Coal,1.0,2317.0,65091.33952398001,57390.89225061999,7700.447273360014,7700.447273360009,5.4569682106375694e-12,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,3,2020-07-01,3,2020-07-01 02:00:00,2020,7,1,Wednesday,summer,Firm_CC,1.0,920.6999999999998,25865.168882057995,25389.081612557995,476.0872694999998,476.0872694999998,0.0,True
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,3,2020-07-01,3,2020-07-01 02:00:00,2020,7,1,Wednesday,summer,Firm_CT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,3,2020-07-01,3,2020-07-01 02:00:00,2020,7,1,Wednesday,summer,Firm_Oil,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,3,2020-07-01,3,2020-07-01 02:00:00,2020,7,1,Wednesday,summer,Firm_Backstop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,4,2020-07-01,4,2020-07-01 03:00:00,2020,7,1,Wednesday,summer,Firm_Nuclear,1.0,400.0,11237.175576000001,3241.4,7995.775576000002,7995.775576000002,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,4,2020-07-01,4,2020-07-01 03:00:00,2020,7,1,Wednesday,summer,Firm_Coal,1.0,2317.0,65091.33952398001,57390.89225061999,7700.447273360014,7700.447273360009,5.4569682106375694e-12,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,4,2020-07-01,4,2020-07-01 03:00:00,2020,7,1,Wednesday,summer,Firm_CC,1.0,925.8000000000002,26008.442870652005,25532.355601152005,476.0872694999998,476.0872694999998,0.0,True
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,4,2020-07-01,4,2020-07-01 03:00:00,2020,7,1,Wednesday,summer,Firm_CT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,4,2020-07-01,4,2020-07-01 03:00:00,2020,7,1,Wednesday,summer,Firm_Oil,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,4,2020-07-01,4,2020-07-01 03:00:00,2020,7,1,Wednesday,summer,Firm_Backstop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,5,2020-07-01,5,2020-07-01 04:00:00,2020,7,1,Wednesday,summer,Firm_Nuclear,1.0,400.0,11237.175576000001,3241.4,7995.775576000002,7995.775576000002,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,5,2020-07-01,5,2020-07-01 04:00:00,2020,7,1,Wednesday,summer,Firm_Coal,1.0,2317.0,65091.33952398001,57390.89225061999,7700.447273360014,7700.447273360009,5.4569682106375694e-12,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,5,2020-07-01,5,2020-07-01 04:00:00,2020,7,1,Wednesday,summer,Firm_CC,1.0,982.3000000000002,27595.69392076201,27119.60665126201,476.0872694999998,476.0872694999998,0.0,True
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,5,2020-07-01,5,2020-07-01 04:00:00,2020,7,1,Wednesday,summer,Firm_CT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,5,2020-07-01,5,2020-07-01 04:00:00,2020,7,1,Wednesday,summer,Firm_Oil,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,5,2020-07-01,5,2020-07-01 04:00:00,2020,7,1,Wednesday,summer,Firm_Backstop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,6,2020-07-01,6,2020-07-01 05:00:00,2020,7,1,Wednesday,summer,Firm_Nuclear,1.1,400.0,12412.204437600001,3241.4,9170.804437600002,8042.422216000001,1128.3822216000008,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,6,2020-07-01,6,2020-07-01 05:00:00,2020,7,1,Wednesday,summer,Firm_Coal,1.1,2317.0,71897.694204798,57390.89225061999,14506.80195417801,7970.647935560004,6536.154018618006,False
sbert_direction_v2_hourly_summer_high_daily_schedule_tarj_guided_profit_openai_gpt-4.1_temp0p2_seed3,6,2020-07-01,6,2020-07-01 05:00:00,2020,7,1,Wednesday,summer,Firm_CC,1.1,1175.1999999999998,36467.05663766879,32551.585722107997,3915.470915560798,600.2839484999986,3315.1869670607994,True
